,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
14051,0,3,2,1,2,2,1,3,0,1,0,0
14052,1,3,2,1,2,1,1,3,0,1,0,0
14053,0,3,2,0,3,2,1,4,0,1,1,0
14054,1,3,1,0,2,0,0,1,0,0,0,0
14055,1,3,1,0,1,3,0,4,1,0,0,0
14056,0,3,1,1,3,0,0,1,0,0,0,0
14057,0,3,1,1,1,1,2,3,0,0,0,0
14058,0,3,2,0,0,2,1,4,0,1,0,0
14059,0,3,1,0,3,1,0,3,0,0,0,0
14060,0,3,1,1,3,0,0,0,0,0,0,0
14061,0,3,2,0,2,0,1,2,0,1,0,0
14062,0,3,1,0,2,1,0,3,0,0,0,0
14063,0,3,1,0,1,0,0,0,0,0,0,0
14064,0,3,1,1,3,5,3,6,0,2,1,0
14065,0,3,1,0,2,0,0,0,0,0,0,0
14066,0,3,1,1,1,0,0,1,0,0,0,0
14067,0,3,1,1,3,0,1,0,0,0,0,0
14068,0,3,1,1,1,0,3,0,0,1,0,0
14069,0,3,1,0,2,1,0,2,0,0,0,0
14070,0,3,1,1,2,1,0,2,0,0,0,0
14071,0,3,1,0,3,4,3,6,0,1,1,0
14072,0,3,1,0,2,0,0,1,0,0,0,0
14073,0,3,1,1,2,0,2,0,0,1,0,0
14074,0,3,2,0,1,0,1,1,0,1,0,0
14075,0,3,2,0,1,1,1,2,0,1,0,0
14076,1,3,2,0,1,0,1,0,0,1,0,0
14077,0,3,1,0,2,3,3,5,1,2,0,0
14078,0,3,2,1,1,2,1,3,0,0,0,0
14079,0,3,0,0,1,0,2,0,0,0,0,0
14080,0,3,1,0,1,0,2,0,0,1,0,0
14081,0,3,2,0,2,1,1,3,0,0,0,0
14082,0,3,1,1,1,0,0,1,0,0,0,0
14083,1,3,1,2,1,0,0,0,0,0,0,0
14084,0,3,1,0,0,1,0,2,0,0,0,0
14085,0,3,1,0,3,0,2,1,0,1,0,0
14086,0,3,1,0,3,0,1,0,0,0,0,0
14087,0,3,2,0,2,4,1,6,1,1,1,0
14088,0,3,2,1,3,1,1,3,0,0,0,0
14089,0,3,1,1,2,0,3,1,0,1,0,0
14090,0,3,1,1,2,2,0,3,0,0,1,0
14091,0,3,1,0,2,0,1,3,0,0,0,0
14092,1,3,2,1,3,2,1,3,0,0,0,0
14093,0,3,1,1,2,0,2,1,0,1,0,0
14094,0,3,2,0,1,4,1,6,1,1,0,0
14095,0,3,1,1,2,0,2,1,0,0,0,0
14096,0,3,1,1,2,1,1,3,0,0,0,0
14097,0,3,1,0,2,3,1,6,0,0,0,0
14098,0,3,1,1,0,2,0,3,0,0,1,0
14099,0,3,1,1,3,0,0,1,0,0,0,0
14100,0,3,2,0,1,0,1,1,0,0,0,0
14101,1,3,1,0,0,2,2,3,0,1,1,0
14102,0,3,2,0,2,2,1,4,1,0,0,0
14103,0,3,1,1,2,2,0,3,0,0,0,0
14104,0,3,1,0,2,0,0,1,0,0,0,0
14105,0,3,1,1,2,0,2,1,0,0,0,0
14106,0,3,1,0,0,2,2,4,0,1,0,0
14107,0,3,2,1,1,0,1,1,0,0,0,0
14108,0,3,1,0,2,1,3,3,0,1,0,0
14109,0,3,2,0,0,2,1,3,0,0,1,0
14110,0,3,2,0,1,1,1,2,0,0,0,0
14111,1,3,1,1,2,1,3,3,0,1,0,0
14112,0,3,1,0,3,2,2,3,0,0,0,0
14113,0,3,2,0,1,1,1,2,0,0,0,0
14114,0,3,1,1,2,0,0,1,0,0,0,0
14115,0,3,1,1,0,1,3,3,0,1,0,0
14116,1,3,2,1,3,4,1,3,0,0,1,0
14117,1,3,1,1,2,2,1,3,0,0,1,0
14118,0,3,2,1,0,2,1,3,0,0,1,0
14119,0,3,1,1,1,2,2,3,0,0,1,0
14120,0,3,1,1,3,3,3,5,0,1,1,0
14121,0,1,0,1,2,0,0,3,0,1,0,0
14122,0,3,0,0,1,1,3,3,0,1,0,0
14123,0,3,2,1,0,0,1,2,0,0,0,0
14124,0,3,1,1,1,1,1,2,0,0,0,0
14125,0,3,2,0,1,2,1,3,0,0,0,0
14126,0,3,0,1,2,0,0,1,0,0,0,0
14127,0,3,2,0,3,2,1,3,0,0,1,0
14128,0,3,1,1,2,3,2,6,0,1,1,0
14129,0,3,1,1,2,1,0,2,0,0,0,0
14130,0,3,1,1,1,3,0,5,0,0,0,0
14131,0,3,1,0,0,1,3,3,0,1,0,0
14132,0,3,2,1,1,0,1,0,0,0,0,0
14133,0,3,1,1,0,5,3,6,1,2,0,0
14134,0,3,0,0,3,2,0,4,0,0,0,0
14135,0,3,1,1,2,3,2,6,0,0,1,0
14136,0,3,1,1,1,1,3,3,0,1,0,0
14137,0,3,1,0,1,2,0,3,0,0,1,0
14138,0,3,1,1,0,0,2,2,0,0,0,0
14139,0,0,2,0,3,1,1,3,1,3,0,0
14140,1,3,1,0,2,2,0,4,0,0,0,0
14141,0,3,1,0,2,0,0,2,0,0,0,0
14142,0,3,1,1,0,1,1,3,0,0,0,0
14143,0,0,2,0,3,1,1,3,1,3,0,0
14144,0,2,2,1,2,2,1,4,1,3,0,0
14145,0,3,1,0,0,2,0,3,0,0,0,0
14146,0,3,1,1,1,0,0,2,0,0,0,0
14147,0,3,1,0,2,2,0,3,0,0,1,0
14148,0,3,1,1,3,1,0,3,0,0,0,0
14149,0,3,1,0,3,1,3,3,0,1,0,0
14150,0,3,1,0,2,1,2,3,0,0,0,0
14151,0,3,1,0,2,6,3,6,1,2,0,0
14152,0,1,2,1,1,0,1,2,1,3,0,0
14153,0,3,2,0,2,1,2,3,0,0,0,0
14154,1,1,0,0,2,0,0,2,0,1,0,0
14155,0,3,1,0,1,2,3,3,0,1,0,0
14156,0,3,1,0,2,2,0,3,0,0,0,0
14157,0,1,2,0,1,1,1,2,1,3,0,0
14158,0,1,0,0,2,0,1,1,0,3,0,0
14159,0,3,1,0,2,1,2,2,1,1,0,0
14160,1,1,0,0,3,0,0,0,0,0,0,0
14161,0,3,2,0,1,1,3,3,0,1,0,0
14162,0,3,0,0,1,2,2,3,0,0,0,0
14163,1,3,1,1,0,0,0,2,0,0,0,0
14164,0,3,1,0,0,0,0,3,0,0,0,0
14165,0,3,1,0,1,2,0,3,1,0,1,0
14166,0,2,2,0,0,1,1,3,1,3,0,0
14167,1,3,1,1,2,1,1,2,0,0,0,0
14168,1,3,2,1,2,1,1,3,0,0,0,0
14169,0,3,1,1,0,2,2,3,0,0,1,0
14170,0,3,2,0,2,1,1,2,0,1,0,0
14171,1,3,2,1,2,1,1,2,0,0,0,0
14172,0,3,1,0,1,3,2,6,1,1,1,0
14173,0,3,1,1,2,1,3,3,0,1,0,0
14174,0,3,1,0,2,1,0,2,1,0,0,0
14175,0,3,1,1,1,1,1,2,1,1,0,0
14176,0,3,1,1,1,4,0,6,0,0,1,0
14177,0,3,0,1,1,1,3,3,0,3,0,0
14178,0,3,1,0,0,0,3,2,0,1,0,0
14179,0,1,2,0,2,3,1,6,1,3,0,0
14180,1,3,1,1,2,1,0,3,0,0,0,0
14181,0,3,1,0,2,1,3,3,0,1,0,0
14182,0,3,1,1,1,1,0,3,0,0,0,0
14183,0,3,1,1,1,3,0,4,1,0,1,0
14184,0,1,0,0,2,0,2,1,0,3,0,0
14185,0,3,1,1,1,0,0,0,0,0,0,0
14186,0,2,2,0,2,2,1,3,1,3,0,0
14187,0,3,1,1,0,0,2,1,0,1,0,0
14188,0,3,1,1,2,1,2,3,0,1,0,0
14189,0,3,1,1,2,4,3,6,0,1,1,0
14190,0,1,0,0,1,1,0,3,0,1,0,0
14191,0,1,2,1,1,4,1,6,1,3,1,0
14192,0,2,2,0,2,3,1,5,1,3,0,0
14193,1,3,1,1,2,0,2,1,0,1,0,0
14194,0,3,1,1,2,3,3,3,0,1,1,0
14195,0,2,2,0,0,2,1,3,1,3,1,0
14196,0,3,0,1,1,1,3,3,0,1,0,0
14197,0,3,1,0,3,3,3,6,1,2,1,0
14198,1,2,2,1,1,1,1,2,1,3,0,0
14199,0,3,1,0,0,1,1,2,0,0,0,0
14200,0,2,2,0,0,0,1,1,1,3,0,0
14201,0,1,0,1,3,0,0,1,0,1,0,0
14202,0,3,1,0,2,2,3,3,0,1,0,0
14203,1,3,1,1,0,0,0,1,0,0,0,0
14204,0,3,1,1,2,0,0,2,0,0,0,0
14205,0,3,1,0,2,0,0,3,0,0,0,0
14206,0,2,2,0,2,1,1,3,1,3,0,0
14207,0,2,2,0,0,2,1,3,0,2,1,0
14208,0,3,1,0,3,0,1,1,0,0,0,0
14209,0,3,0,0,1,3,3,6,0,2,1,0
14210,0,2,2,0,0,0,1,3,0,2,0,0
14211,0,3,1,1,2,1,0,2,0,0,0,0
14212,0,2,2,0,0,0,1,1,0,2,0,0
14213,0,3,1,1,0,1,3,3,0,1,0,0
14214,0,2,2,1,1,3,1,3,1,3,1,0
14215,0,3,1,1,2,0,3,2,0,3,0,0
14216,0,3,0,1,1,1,0,3,0,0,0,0
14217,0,3,1,1,1,2,0,5,0,0,0,0
14218,0,3,0,1,2,0,3,2,0,1,0,0
14219,0,2,2,1,2,4,1,6,0,2,0,0
14220,1,3,1,1,2,0,1,0,0,0,0,0
14221,0,2,2,1,1,0,1,1,0,1,0,0
14222,0,3,1,0,0,0,0,2,0,0,0,0
14223,0,3,1,0,1,0,2,2,0,1,0,0
14224,0,3,1,1,2,0,0,1,0,0,0,0
14225,0,3,1,1,2,1,2,2,1,1,0,0
14226,0,3,1,1,3,1,0,2,0,0,0,0
14227,0,3,1,1,0,2,0,3,0,0,1,0
14228,0,2,2,1,0,2,1,3,0,1,0,0
14229,0,3,1,1,2,1,0,3,0,0,0,0
14230,0,2,2,0,2,0,1,2,0,1,0,0
14231,1,3,1,1,0,2,0,3,0,0,0,0
14232,0,3,1,1,0,2,1,3,0,0,1,0
14233,0,3,1,0,2,1,3,3,0,1,0,0
14234,0,3,1,1,1,1,0,3,0,0,0,0
14235,0,2,2,0,0,3,1,3,1,2,0,0
14236,0,3,1,1,3,1,3,2,0,1,0,0
14237,0,3,1,0,2,0,0,1,0,0,0,0
14238,1,3,1,0,0,1,3,3,0,1,0,0
14239,0,2,2,1,2,2,1,3,0,1,0,0
14240,0,2,2,0,2,1,1,3,0,1,0,0
14241,0,3,0,1,1,1,3,3,0,1,0,0
14242,0,3,0,0,1,2,0,3,0,0,0,0
14243,0,2,2,0,0,2,1,3,0,1,1,0
14244,0,3,2,1,1,1,1,2,0,1,0,0
14245,0,3,1,0,2,3,2,5,0,1,0,0
14246,0,3,0,1,2,0,2,2,0,0,0,0
14247,0,3,2,0,2,2,1,3,0,1,1,0
14248,0,3,1,1,3,2,3,3,1,1,1,0
14249,0,3,2,1,1,2,1,3,0,1,0,0
14250,0,3,2,0,0,1,1,3,0,1,0,0
14251,0,3,1,0,0,1,2,3,0,0,0,0
14252,0,3,2,1,2,1,1,2,0,1,0,0
14253,0,3,2,0,2,4,1,6,1,1,1,0
14254,1,3,1,1,3,3,3,3,0,1,1,0
14255,1,3,1,0,2,0,0,0,0,0,0,0
14256,0,3,1,0,0,0,2,1,0,1,0,0
14257,0,3,1,0,3,0,3,1,0,1,0,0
14258,0,3,1,0,3,2,0,4,0,0,1,0
14259,0,3,1,1,1,0,0,1,0,0,0,0
14260,0,3,1,1,3,2,3,3,0,1,1,0
14261,0,3,0,1,2,3,3,6,0,1,0,0
14262,0,3,1,1,0,2,0,3,0,0,0,0
14263,0,3,1,1,3,3,2,6,0,0,1,0
14264,0,3,1,0,2,0,3,3,0,2,0,0
14265,0,3,1,0,1,0,0,3,0,0,0,0
14266,0,3,1,1,2,1,0,2,0,0,0,0
14267,0,3,1,1,0,1,3,2,0,1,0,0
14268,0,3,1,1,1,1,0,2,0,0,0,0
14269,0,3,1,1,2,2,2,4,0,1,0,0
14270,0,3,1,0,1,1,0,3,0,0,0,0
14271,0,3,2,0,2,2,1,4,0,1,0,0
14272,0,3,2,1,3,2,1,4,0,1,1,0
14273,0,3,2,0,2,1,1,3,0,1,0,0
14274,0,3,2,0,1,2,1,3,0,1,0,0
14275,1,3,1,1,0,3,0,5,1,0,0,0
14276,0,3,1,0,1,3,3,6,1,2,1,0
14277,0,3,2,1,3,0,1,3,0,1,0,0
14278,0,1,0,0,0,3,0,6,0,0,1,0
14279,1,3,2,1,1,1,1,2,0,1,0,0
14280,0,1,0,1,0,3,0,3,0,0,1,0
14281,0,3,1,0,2,4,3,6,0,1,0,0
14282,0,3,2,0,3,0,1,1,0,1,0,0
14283,1,3,1,1,2,0,0,1,0,0,0,0
14284,0,3,1,0,3,0,0,3,0,0,0,0
14285,0,3,1,0,2,0,0,1,0,0,0,0
14286,0,3,2,1,2,0,1,2,0,1,0,0
14287,1,3,2,1,0,1,1,3,0,1,0,0
14288,0,1,0,0,2,0,0,0,0,0,0,0
14289,1,3,2,1,1,1,1,2,0,0,0,0
14290,0,3,1,1,2,0,1,0,0,0,0,0
14291,0,3,1,1,2,1,0,2,0,0,0,0
14292,1,3,1,0,1,2,2,4,1,1,1,0
14293,0,3,1,1,1,1,1,3,0,0,0,0
14294,0,3,1,1,2,1,0,3,0,0,0,0
14295,0,3,0,0,1,0,0,1,0,0,0,0
14296,0,3,2,0,1,1,1,3,0,0,0,0
14297,0,1,0,1,0,4,0,6,1,0,1,0
14298,0,3,2,0,1,1,1,2,0,0,0,0
14299,0,1,0,1,2,1,0,2,0,0,0,0
14300,1,1,0,0,2,1,0,2,0,1,0,0
14301,0,3,1,1,2,1,1,2,0,0,0,0
14302,0,3,1,0,3,0,2,3,0,1,0,0
14303,0,3,2,1,0,1,1,3,1,0,0,0
14304,1,3,2,0,3,3,1,4,0,0,1,0
14305,0,3,1,0,3,2,0,3,0,0,0,0
14306,0,3,2,1,1,1,1,3,0,0,0,0
14307,1,0,2,1,2,1,1,3,1,3,0,0
14308,0,3,1,1,2,2,3,3,0,1,0,0
14309,0,3,1,1,2,0,2,2,0,0,0,0
14310,1,3,1,1,0,2,2,4,0,0,0,0
14311,0,3,1,0,1,2,0,5,1,0,1,0
14312,1,1,2,0,3,0,1,1,1,3,0,0
14313,0,3,1,1,3,3,0,5,0,0,0,0
14314,1,3,1,0,1,0,2,0,0,0,0,0
14315,0,3,1,1,1,1,3,3,0,1,0,0
14316,0,3,1,1,0,1,0,3,0,0,0,0
14317,0,1,2,0,3,3,1,4,1,3,0,0
14318,0,3,1,0,0,1,0,3,0,0,0,0
14319,0,3,1,1,2,1,1,2,0,0,0,0
14320,0,1,2,0,1,4,1,6,1,3,0,0
14321,0,3,1,1,2,3,0,6,0,0,0,0
14322,0,3,1,1,1,0,0,1,0,0,0,0
14323,1,3,0,1,1,1,0,3,0,0,0,0
14324,1,3,1,0,1,1,0,2,0,0,0,0
14325,0,3,1,1,2,2,0,3,0,0,1,0
14326,0,3,1,0,3,0,0,1,0,0,0,0
14327,1,1,2,0,1,1,1,3,1,3,0,0
14328,1,3,1,0,2,1,0,3,0,0,0,0
14329,0,1,2,0,3,3,1,4,1,3,1,0
14330,0,3,1,1,2,0,0,0,0,0,0,0
14331,1,2,2,0,0,1,1,2,1,3,0,0
14332,1,3,1,1,0,1,0,3,0,0,0,0
14333,1,2,2,1,3,3,1,5,1,3,0,0
14334,1,3,1,1,3,1,0,3,0,0,0,0
14335,0,3,1,1,2,1,3,3,0,1,0,0
14336,0,3,1,0,3,0,2,2,0,0,0,0
14337,1,3,0,0,2,0,0,1,0,0,0,0
14338,0,3,1,1,0,1,0,3,0,0,0,0
14339,1,3,1,0,0,1,0,3,0,0,0,0
14340,0,3,0,0,3,2,0,3,0,0,1,0
14341,0,3,1,1,1,2,0,5,0,0,0,0
14342,0,3,1,0,3,1,2,3,0,1,0,0
14343,0,1,2,1,2,1,1,3,1,3,0,0
14344,0,3,1,1,1,1,0,2,0,0,0,0
14345,0,2,2,0,3,3,1,4,1,3,1,0
14346,0,3,1,1,3,2,0,5,0,0,1,0
14347,0,2,2,0,2,1,1,3,1,3,0,0
14348,0,2,2,0,2,2,1,3,1,3,1,0
14349,1,3,1,2,2,0,0,2,0,0,0,0
14350,1,3,0,1,3,3,0,6,0,0,1,0
14351,0,2,2,0,2,1,1,2,1,3,0,0
14352,0,3,1,0,1,1,0,2,0,0,0,0
14353,0,3,1,1,2,1,3,2,0,1,0,0
14354,0,2,2,0,2,2,1,3,1,3,0,0
14355,0,2,2,0,2,2,1,3,1,3,0,0
14356,0,3,1,0,3,4,2,6,0,0,0,0
14357,0,2,2,0,3,2,1,3,1,3,0,0
14358,0,2,2,0,2,0,1,1,0,2,0,0
14359,0,2,2,0,2,1,1,3,1,2,0,0
14360,0,3,1,1,2,4,2,6,0,0,1,0
14361,0,2,2,0,1,2,1,3,1,2,1,0
14362,0,3,1,1,3,0,0,3,0,0,0,0
14363,1,2,2,0,3,2,1,3,1,1,0,0
14364,0,3,1,1,2,2,0,4,0,0,1,0
14365,0,3,1,1,3,1,0,3,0,0,0,0
14366,0,3,1,1,1,0,0,1,0,0,0,0
14367,0,3,1,0,2,2,2,3,0,0,1,0
14368,0,3,1,1,0,1,0,2,0,0,0,0
14369,0,3,1,1,0,2,0,3,0,0,0,0
14370,0,3,1,0,3,0,2,2,0,1,0,0
14371,0,3,1,0,1,1,3,3,0,1,0,0
14372,0,3,1,1,2,0,0,3,0,0,0,0
14373,1,3,1,0,1,0,2,2,0,0,0,0
14374,1,3,1,1,0,3,3,6,1,2,1,0
14375,1,3,2,2,2,0,1,2,0,0,0,0
14376,0,3,1,1,1,1,1,3,0,0,0,0
14377,0,3,1,0,2,1,0,3,0,0,0,0
14378,0,3,2,1,2,0,1,2,0,0,0,0
14379,1,3,1,0,3,1,3,3,0,1,0,0
14380,1,1,0,0,2,1,0,3,0,3,0,0
14381,0,3,1,0,3,2,0,3,0,0,1,0
14382,0,3,1,0,2,2,2,3,0,0,1,0
14383,0,1,0,0,1,1,0,3,0,3,0,0
14384,0,1,0,1,2,1,0,3,0,0,0,0
14385,1,3,1,0,3,1,3,3,0,1,0,0
14386,0,1,0,0,0,3,0,4,0,3,1,0
14387,1,3,1,1,0,0,0,2,0,0,0,0
14388,1,3,1,0,1,0,0,1,0,0,0,0
14389,0,2,2,0,3,1,2,3,0,1,0,0
14390,0,1,0,0,2,1,0,3,0,0,0,0
14391,0,2,2,0,0,1,2,2,0,2,0,0
14392,0,3,1,1,2,3,0,3,0,0,0,0
14393,0,3,1,0,3,2,0,3,0,0,0,0
14394,1,1,2,1,1,1,2,2,1,3,0,0
14395,0,2,2,0,1,0,2,3,1,3,0,0
14396,0,1,2,0,2,0,2,0,1,3,0,0
14397,0,3,1,1,1,3,3,6,0,2,1,0
14398,1,2,2,0,3,2,2,3,0,1,1,0
14399,0,1,2,1,0,2,2,3,1,3,0,0
14400,0,3,2,1,0,0,2,2,0,1,0,0
14401,0,0,2,0,2,2,2,3,1,3,1,0
14402,0,3,1,1,1,0,0,1,0,0,0,0
14403,0,3,1,0,2,1,0,3,0,0,0,0
14404,0,3,1,0,2,0,3,1,0,1,0,0
14405,0,0,2,1,2,1,2,3,1,3,0,0
14406,0,3,1,1,0,0,2,1,0,0,0,0
14407,0,3,1,1,2,0,2,1,0,0,0,0
14408,0,3,1,1,1,1,3,3,0,1,0,0
14409,0,3,1,1,1,0,0,1,0,0,0,0
14410,0,3,1,1,3,1,0,2,0,0,0,0
14411,0,3,1,1,3,0,3,3,0,3,0,0
14412,1,1,2,1,1,1,2,2,1,3,0,0
14413,1,3,1,1,1,2,0,3,0,0,0,0
14414,0,3,1,0,0,0,0,1,0,0,0,0
14415,0,3,1,0,3,4,3,3,1,2,1,0
14416,0,3,1,1,2,0,0,1,0,0,0,0
14417,0,3,1,1,1,1,2,3,1,1,0,0
14418,1,1,2,0,2,1,2,2,1,3,0,0
14419,0,1,2,0,0,2,2,5,1,3,1,0
14420,1,1,0,0,2,1,0,3,0,1,0,0
14421,0,3,1,1,0,0,0,1,0,0,0,0
14422,1,1,2,1,0,2,2,3,1,3,0,0
14423,1,3,1,1,2,3,0,5,0,0,1,0
14424,0,3,1,1,2,5,3,6,0,1,0,0
14425,0,1,2,0,1,0,2,1,1,3,0,0
14426,0,3,1,1,2,1,3,3,0,1,0,0
14427,0,3,1,1,2,0,0,0,0,0,0,0
14428,0,3,1,1,2,2,2,3,0,0,1,0
14429,0,1,2,1,1,2,2,3,1,3,1,0
14430,0,3,1,1,0,0,1,1,0,0,0,0
14431,1,1,0,0,3,1,0,3,0,1,0,0
14432,1,1,0,1,3,0,0,3,0,1,0,0
14433,0,3,0,1,2,2,0,5,0,0,1,0
14434,0,3,1,1,1,1,3,2,0,2,0,0
14435,0,3,1,1,2,1,3,3,0,1,0,0
14436,0,3,1,1,2,3,3,5,0,2,1,0
14437,0,1,0,0,2,0,0,2,0,0,0,0
14438,0,3,1,0,0,0,3,0,0,1,0,0
14439,0,3,1,0,1,3,3,6,1,1,0,0
14440,0,1,2,1,2,1,2,2,1,3,0,0
14441,0,1,2,1,3,2,2,3,1,3,0,0
14442,0,3,1,1,1,0,0,3,0,0,0,0
14443,0,1,2,0,2,2,2,3,1,3,0,0
14444,0,3,1,0,3,0,0,1,0,0,0,0
14445,0,3,1,0,1,0,0,1,0,0,0,0
14446,0,3,1,0,1,2,3,3,1,1,1,0
14447,0,3,1,0,1,2,0,3,0,0,0,0
14448,0,3,1,0,1,2,2,3,0,1,0,0
14449,0,1,0,0,1,4,2,6,1,3,0,0
14450,0,3,1,0,1,5,2,6,1,1,0,0
14451,0,1,2,1,1,2,0,4,0,0,1,0
14452,0,3,1,0,2,0,0,1,0,0,0,0
14453,0,3,1,1,2,0,0,1,0,0,0,0
14454,0,3,1,0,2,4,3,6,0,1,1,0
14455,1,1,2,0,2,2,0,3,0,0,1,0
14456,0,1,0,1,1,1,0,3,0,1,0,0
14457,1,3,1,1,0,1,3,3,0,1,0,0
14458,0,1,2,0,2,0,0,2,0,0,0,0
14459,1,3,1,1,1,0,2,2,0,0,0,0
14460,0,3,0,0,3,2,0,5,0,0,1,0
14461,0,3,1,1,2,1,0,3,0,0,0,0
14462,0,1,2,0,1,1,0,3,0,0,0,0
14463,0,1,2,0,3,1,0,3,0,0,0,0
14464,0,1,2,0,2,0,0,1,0,0,0,0
14465,0,3,1,1,3,0,2,1,0,0,0,0
14466,0,1,2,1,3,1,0,2,0,0,0,0
14467,0,1,2,0,2,1,0,2,0,0,0,0
14468,0,3,1,1,0,0,0,3,0,0,0,0
14469,0,3,1,0,1,1,3,3,0,1,0,0
14470,1,1,2,1,1,2,0,4,0,0,0,0
14471,0,3,1,0,2,0,0,0,0,0,0,0
14472,0,3,0,0,3,0,3,2,0,3,0,0
14473,1,3,1,0,2,0,0,1,0,0,0,0
14474,0,1,2,0,3,2,0,3,0,0,1,0
14475,0,1,0,0,3,2,0,3,0,1,1,0
14476,1,3,1,1,1,1,2,3,0,1,0,0
14477,1,3,1,0,1,0,0,0,0,0,0,0
14478,0,2,2,0,0,0,0,2,0,0,0,0
14479,0,2,2,0,1,0,0,2,0,0,0,0
14480,1,3,1,0,1,1,0,2,0,0,0,0
14481,1,3,1,0,3,6,0,6,1,0,0,0
14482,1,3,1,0,2,0,0,0,0,0,0,0
14483,0,3,1,0,2,0,0,0,0,0,0,0
14484,0,3,1,1,1,1,3,3,0,1,0,0
14485,1,3,1,0,3,1,0,2,0,0,0,0
14486,0,3,1,1,3,0,0,1,0,0,0,0
14487,0,3,1,1,2,3,0,5,0,0,1,0
14488,0,3,1,1,0,0,0,1,0,0,0,0
14489,1,2,2,1,1,3,0,6,0,0,0,0
14490,0,2,2,0,1,0,0,0,0,0,0,0
14491,1,3,1,1,2,0,1,2,0,0,0,0
14492,0,2,2,0,2,1,0,3,0,0,0,0
14493,1,3,1,0,1,1,2,3,0,1,0,0
14494,1,3,1,1,1,2,0,3,0,0,0,0
14495,0,2,2,0,0,0,0,1,0,0,0,0
14496,0,2,2,0,2,1,0,3,0,0,0,0
14497,0,3,1,0,2,1,1,3,0,0,0,0
14498,0,3,1,0,1,2,2,3,0,1,1,0
14499,0,3,2,1,2,1,0,2,0,0,0,0
14500,0,3,1,1,1,1,2,2,0,0,0,0
14501,0,3,1,1,0,2,1,4,0,0,0,0
14502,0,2,2,0,1,1,0,3,0,0,0,0
14503,0,3,1,1,0,0,0,2,0,0,0,0
14504,0,2,2,1,3,1,0,3,0,0,0,0
14505,0,2,2,0,3,0,0,1,0,0,0,0
14506,0,3,1,1,2,2,1,3,0,0,0,0
14507,0,3,1,0,1,2,0,3,0,0,1,0
14508,0,3,1,0,0,1,2,3,0,0,0,0
14509,0,1,2,0,2,2,0,4,1,0,0,0
14510,1,2,2,0,2,2,0,3,0,0,0,0
14511,0,3,1,0,2,2,0,3,0,0,0,0
14512,0,3,1,1,3,0,0,1,0,0,0,0
14513,0,3,1,1,0,0,2,0,0,0,0,0
14514,0,1,2,1,1,2,0,3,1,0,0,0
14515,0,3,1,0,0,1,0,3,0,0,0,0
14516,0,3,1,1,2,0,0,2,0,0,0,0
14517,0,3,1,1,2,1,0,3,0,0,0,0
14518,1,3,1,1,2,0,2,1,0,0,0,0
14519,0,3,1,1,3,0,0,2,0,0,0,0
14520,1,3,1,0,0,0,3,1,0,1,0,0
14521,1,3,1,1,1,1,3,3,0,1,0,0
14522,0,3,1,1,0,1,2,2,0,0,0,0
14523,0,3,1,1,3,1,2,3,0,0,0,0
14524,0,3,1,0,0,1,1,3,1,0,0,0
14525,0,3,1,1,2,0,1,2,0,0,0,0
14526,1,3,1,1,2,0,0,1,0,0,0,0
14527,1,3,1,1,2,0,0,2,0,0,0,0
14528,0,3,1,0,3,0,0,2,0,0,0,0
14529,0,3,1,0,2,1,0,3,0,0,0,0
14530,1,3,1,2,3,4,3,6,0,1,0,0
14531,1,3,1,1,3,1,0,3,0,0,0,0
14532,0,3,1,0,3,1,3,3,0,1,0,0
14533,0,2,2,1,2,1,0,3,0,0,0,0
14534,0,3,1,1,0,0,0,1,0,0,0,0
14535,0,2,2,1,2,1,0,3,0,0,0,0
14536,0,1,2,0,2,1,2,3,1,3,0,0
14537,1,3,1,0,1,1,0,3,0,0,0,0
14538,0,1,2,1,1,1,2,3,1,3,0,0
14539,0,1,2,1,3,3,2,5,1,3,1,0
14540,0,2,2,1,2,0,0,1,0,0,0,0
14541,0,3,1,1,3,2,0,3,0,0,0,0
14542,0,1,2,1,0,3,0,6,1,0,1,0
14543,0,3,1,1,2,2,0,3,0,0,0,0
14544,0,2,2,0,1,1,0,2,0,0,0,0
14545,0,3,1,0,0,1,0,3,0,0,0,0
14546,1,1,0,1,2,1,0,3,0,3,0,0
14547,0,3,0,1,2,1,3,2,0,1,0,0
14548,0,3,1,1,2,0,3,1,0,1,0,0
14549,0,2,2,1,2,1,0,2,0,0,0,0
14550,0,1,0,1,3,1,0,2,0,0,0,0
14551,0,3,1,1,0,1,0,3,0,0,0,0
14552,0,3,1,0,2,1,3,2,0,1,0,0
14553,0,3,1,0,2,0,0,0,0,0,0,0
14554,0,3,1,1,2,0,0,2,0,0,0,0
14555,0,3,1,0,3,0,0,1,0,0,0,0
14556,0,3,1,0,2,1,0,3,0,0,0,0
14557,0,3,1,0,0,0,3,1,0,1,0,0
14558,0,2,2,1,1,0,0,0,0,0,0,0
14559,0,3,1,1,1,0,0,1,0,0,0,0
14560,0,3,1,0,3,1,0,2,0,0,0,0
14561,0,2,2,1,3,2,0,3,0,0,1,0
14562,0,3,0,1,3,1,0,3,0,0,0,0
14563,0,2,2,0,3,3,0,3,1,0,0,0
14564,0,3,1,1,2,3,0,6,0,0,1,0
14565,1,2,2,1,1,3,0,5,1,0,0,0
